judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
Tanah Industri Strategis Murah Deket Pelabuhan - Jln Toll - Ikn,tanah-jual,balikpapan,"Rp 44,5 Miliar Total",44500000000,"Kariangau, Balikpapan",Kariangau,45000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-industri-strategis-murah-deket-pelabuhan-jln-toll-ikn-las3422904/,03-22-26
Tanah Luas 20Ha Sertifikat Kariangau Balikpapan Berkembang Pesat,tanah-jual,balikpapan,Rp 225 Miliar Total,225000000000,"Kariangau, Balikpapan",Kariangau,204945 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-luas-20ha-sertifikat-kariangau-balikpapan-berkembang-pesat-las9080382/,03-22-26
LAHAN DATAR DAN RATA DI KILO 8 DEKAT KAMPUS POLITEKNIK,tanah-jual,balikpapan,Rp 650 Juta Total,650000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,692 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/lahan-datar-dan-rata-di-kilo-8-dekat-kampus-politeknik-las8763642/,03-22-26
Tanah Luas 180 M2 di Tengah Kota di Grand City Balikpapan,tanah-jual,balikpapan,"Rp 2,5 Miliar Total",2500000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,180 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-luas-180-m2-di-tengah-kota-di-grand-city-balikpapan-las9052878/,03-22-26
Tanah Strategis Kariangau Kilo 13 Area Industri,tanah-jual,balikpapan,"Rp 16,9 Miliar Total",16900000000,"Kariangau, Balikpapan",Kariangau,9950 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-strategis-kariangau-kilo-13-area-industri-las9044127/,03-22-26
Tanah Beserta Bangunan Strategis Poros Jalan Mayjend Sutoyo Balikpapan,tanah-jual,balikpapan,"Rp 9,7 Miliar Total",9700000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,1294 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-beserta-bangunan-strategis-poros-jalan-mayjend-sutoyo-balikpapan-las4347546/,03-22-26
Lahan Kavling Posisi Sudut Ringroad Dekat Islamic Center,tanah-jual,balikpapan,Rp 658 Juta Total,658000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,225 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/lahan-kavling-posisi-sudut-ringroad-dekat-islamic-center-las8980246/,03-22-26
Tanah Dan Ruko Dijual 660 M2 di Gunung Sari Balikpapan Untuk Usaha,tanah-jual,balikpapan,Rp 17 Miliar Total,17000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,660 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-dan-ruko-dijual-660-m2-di-gunung-sari-balikpapan-untuk-usaha-las3479465/,03-22-26
Tanah Di Syarifuddin Yoes Sepinggan Balikpapan,tanah-jual,balikpapan,"Rp 22,3 Miliar Total",22300000000,"Sepinggan, Balikpapan",Sepinggan,2889 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/tanah-di-syarifuddin-yoes-sepinggan-balikpapan-las1791757/,03-22-26
Tanah Poros Jalan Indrakila Padat Penduduk,tanah-jual,balikpapan,"Rp 3,8 Miliar Total",3800000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,768 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-poros-jalan-indrakila-padat-penduduk-las8771204/,03-22-26
Tanah Strategis Balikpapan Tengah Poros Jalan Dekat Pertamina Cocok Hotel,tanah-jual,balikpapan,Rp 89 Miliar Total,89000000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,9826 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-strategis-balikpapan-tengah-poros-jalan-dekat-pertamina-cocok-hotel-las4255463/,03-22-26
Tanah Pinggir Jalan Kilo 10,tanah-jual,balikpapan,"Rp 9,69 Miliar Total",9690000000,"Batu Ampar, Balikpapan",Batu Ampar,5105 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-batu-ampar/tanah-pinggir-jalan-kilo-10-las9027730/,03-22-26
Jalan Poros Zona Industri Karingau Balikpapan,tanah-jual,balikpapan,Rp 160 Miliar Total,160000000000,"Karang Joang, Balikpapan",Karang Joang,100000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/jalan-poros-zona-industri-karingau-balikpapan-las8995367/,03-22-26
Dijual Tanah Murah,tanah-jual,balikpapan,Rp 250 Juta Total,250000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,120 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-murah-las9009917/,03-22-26
Dijual Tanah 1 Hektar Jalan Transad - Jl. Mukmin Faisal Balikpapan,tanah-jual,balikpapan,Rp 10 Miliar Total,10000000000,"Karang Joang, Balikpapan",Karang Joang,10000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/dijual-tanah-1-hektar-jalan-transad-jl-mukmin-faisal-balikpapan-las9009497/,03-22-26
Dijual Tanah Surat Imtn Kondisi Apa Adanya Kilo 3 Jual Cepat,tanah-jual,balikpapan,Rp 80 Juta Total,80000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,200 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-tanah-surat-imtn-kondisi-apa-adanya-kilo-3-jual-cepat-las9008998/,03-22-26
TANAH STRATEGIS DEKET POLDA MENGHADAP UTARA,tanah-jual,balikpapan,"Rp 11,6 Miliar Total",11600000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,2900 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-strategis-deket-polda-menghadap-utara-las3981616/,03-22-26
Jual Lahan Lokasi Industri Kilo Metee 13 Balikpapan,tanah-jual,balikpapan,Rp 35 Miliar Total,35000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,100000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/jual-lahan-lokasi-industri-kilo-metee-13-balikpapan-las9000422/,03-22-26
"DIJUAL TANAH di Manggar, Balikpapan Timur, Balikpapan",tanah-jual,balikpapan,"Rp 43,8 Miliar Total",43800000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,9740 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-tanah-di-manggar-balikpapan-timur-balikpapan-las8972670/,03-22-26
Dijual Tanah 604 M2 Di Jalan Utama Dekat Bukit Doa,tanah-jual,balikpapan,"Rp 1,2 Miliar Total",1200000000,"Sepinggan, Balikpapan",Sepinggan,604 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/dijual-tanah-604-m2-di-jalan-utama-dekat-bukit-doa-las8964391/,03-22-26
Tanah Murah Lokasi Kilo 9 Dekat Dengan Jalan Poros,tanah-jual,balikpapan,Rp 380 Juta Total,380000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,217 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-murah-lokasi-kilo-9-dekat-dengan-jalan-poros-las8962231/,03-22-26
Dijual Tanah 450 M2 Di Jl. Mukmin Faisal Balikpapan,tanah-jual,balikpapan,"Rp 1,57 Miliar Total",1570000000,"Sepinggan, Balikpapan",Sepinggan,450 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/dijual-tanah-450-m2-di-jl-mukmin-faisal-balikpapan-las8963916/,03-22-26
Dijual Tanah 1.033 M2 Dekat Bukit Doa Balikpapan,tanah-jual,balikpapan,"Rp 1,75 Miliar Total",1750000000,"Sepinggan, Balikpapan",Sepinggan,1033 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/dijual-tanah-1033-m2-dekat-bukit-doa-balikpapan-las8963858/,03-22-26
Dijual Tanah Kavling 604 M2 Dekat Bukit Doa Sepinggan Balikpapan,tanah-jual,balikpapan,"Rp 1,2 Miliar Total",1200000000,"Sepinggan, Balikpapan",Sepinggan,604 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/dijual-tanah-kavling-604-m2-dekat-bukit-doa-sepinggan-balikpapan-las8963848/,03-22-26
Tanah Pinggir Jalan Bjbj Balikpapan,tanah-jual,balikpapan,"Rp 47,2 Miliar Total",47200000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,11818 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-pinggir-jalan-bjbj-balikpapan-las8899864/,03-22-26
Turun Hargaaa Tanah Komersiel Strategis Deket Bandara/Toll,tanah-jual,balikpapan,Rp 57 Miliar Total,57000000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,11527 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/turun-hargaaa-tanah-komersiel-strategis-deket-bandaratoll-las3997740/,03-22-26
TANAH INDUSTRI STRATEGIS,tanah-jual,balikpapan,"Rp 9,82 Miliar Total",9820000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,10080 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-industri-strategis-las4123370/,03-22-26
Tanah Kawasan Industri Pulau Balang Km13 Dekat Pelabuhan Dan Tol,tanah-jual,balikpapan,Rp 45 Miliar Total,45000000000,"Kariangau, Balikpapan",Kariangau,19950 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-kawasan-industri-pulau-balang-km13-dekat-pelabuhan-dan-tol-las4157848/,03-22-26
BALIKPAPAN TANAH KEBUN kilo 24,tanah-jual,balikpapan,Rp 20 Miliar Total,20000000000,"Karang Joang, Balikpapan",Karang Joang,80000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/balikpapan-tanah-kebun-kilo-24-las4025689/,03-22-26
Kavling Tanah Hook disiap bangun di Perumahan Elite Grand City,tanah-jual,balikpapan,"Rp 1,1 Miliar Total",1100000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,123 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/kavling-tanah-hook-disiap-bangun-di-perumahan-elite-grand-city-las8888787/,03-22-26
"DIJUAL TANAH PINGGIR JALAN COR PERUMAHAN DAERAH PUPUK COCOK DIBUAT RUKO, RUMAH TINGGAL, KOS KOSAN ATAU KONTRAKAN",tanah-jual,balikpapan,"Rp 1,13 Miliar Total",1130000000,"Damai, Balikpapan",Damai,330 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-damai/dijual-tanah-pinggir-jalan-cor-perumahan-daerah-pupuk-cocok-dibuat-ruko-rumah-tinggal-kos-kosan-atau-kontrakan-las8729894/,03-22-26
"Tanah Luas 1,4 Ha di Kota SHM dan SHGB",tanah-jual,balikpapan,Rp 21 Miliar Total,21000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,14000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-luas-14-ha-di-kota-shm-dan-shgb-las8804720/,03-22-26
Tanah premium lebar 52m view pantai 2750m2 Manggar Balikpapan,tanah-jual,balikpapan,"Rp 9,62 Miliar Total",9620000000,"Manggar, Balikpapan",Manggar,2750 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-manggar/tanah-premium-lebar-52m-view-pantai-2750m2-manggar-balikpapan-las3491386/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KARIANGAU  COCOK DIBUAT GUDANG, WORKSHOP DAN USAHA",tanah-jual,balikpapan,"Rp 26,3 Miliar Total",26300000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,14625 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kariangau-cocok-dibuat-gudang-workshop-dan-usaha-las3902023/,03-22-26
Lahan Komersial Strategis Poros Jalan Mulawarman Padat Penduduk Dekat Pintu Tol,tanah-jual,balikpapan,"Rp 6,5 Miliar Total",6500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,977 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/lahan-komersial-strategis-poros-jalan-mulawarman-padat-penduduk-dekat-pintu-tol-las4151318/,03-22-26
"Lahan Luas Cocok untuk Bangun Rumah, Workshop, dll",tanah-jual,balikpapan,Rp 6 Miliar Total,6000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,2000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/lahan-luas-cocok-untuk-bangun-rumah-workshop-dll-las8755720/,03-22-26
Tanah Pinggir Jalan.kilo 13,tanah-jual,balikpapan,Rp 12 Miliar,12000000000,"Karang Joang, Balikpapan",Karang Joang,4500 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/tanah-pinggir-jalankilo-13-las8710179/,03-22-26
Tanah Pinggir Jalan Pulau Balang,tanah-jual,balikpapan,Rp 10 Miliar,10000000000,"Kariangau, Balikpapan",Kariangau,4914 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-pinggir-jalan-pulau-balang-las8710176/,03-22-26
Dijual Lahan Di Jl. Soekarno - Hatta Balikpapan,tanah-jual,balikpapan,"Rp 17,8 Miliar Total",17800000000,"Karang Joang, Balikpapan",Karang Joang,17740 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/dijual-lahan-di-jl-soekarno-hatta-balikpapan-las8675191/,03-22-26
Tanah Kavling Seluas 200 M² Dekat Bandara Internasional Sepinggan,tanah-jual,balikpapan,Rp 850 Juta Total,850000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,200 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-kavling-seluas-200-m-dekat-bandara-internasional-sepinggan-las4352401/,03-22-26
"TANAH/LAHAN PINGGIR JALAN POROS KILOMETER 13 PULAU BALANG COCOK DIBUAT GUDANG, WORKSHOP DAN USAHA LAINNYA HARGA NEGO",tanah-jual,balikpapan,"Rp 55,8 Miliar Total",55800000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,19950 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanahlahan-pinggir-jalan-poros-kilometer-13-pulau-balang-cocok-dibuat-gudang-workshop-dan-usaha-lainnya-harga-nego-las4216219/,03-22-26
"DIJUAL TANAH KOMERSIL PINGGIR JALAN POROS KM 13 PULAU BALANG COCOK DIBUAT WORKSHOP, INDUSTRI DAN PENYIMPANAN BARANG",tanah-jual,balikpapan,"Rp 48,1 Miliar Total",48100000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,17835 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-tanah-komersil-pinggir-jalan-poros-km-13-pulau-balang-cocok-dibuat-workshop-industri-dan-penyimpanan-barang-las4258295/,03-22-26
TANAH SIAP BANGUN DI MANGGAR,tanah-jual,balikpapan,Rp 16 Miliar Total,16000000000,"Manggar, Balikpapan",Manggar,20000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-manggar/tanah-siap-bangun-di-manggar-las4332451/,03-22-26
DIJUAL TANAH KAVLING SIAP BANGUN DI MANGGAR,tanah-jual,balikpapan,Rp 126 Juta Total,126000000,"Manggar, Balikpapan",Manggar,120 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-manggar/dijual-tanah-kavling-siap-bangun-di-manggar-las4332450/,03-22-26
Tanah Sertifikat 5 Ha Daerah Industri Pulau Balang KM 13 Balikpapan Dekat Pelabuhan 016JT,tanah-jual,balikpapan,Rp 128 Miliar Total,128000000000,"Karang Joang, Balikpapan",Karang Joang,51338 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/tanah-sertifikat-5-ha-daerah-industri-pulau-balang-km-13-balikpapan-dekat-pelabuhan-016jt-las4332332/,03-22-26
"TANAH PINGGIR JALAN COR PERUMAHAN COCOK DIBUAT RUKO, RUMAH TINGGAL, KOS KOSAN ATAU KONTRAKAN LOKASI DAERAH BELER HARGA NEGO",tanah-jual,balikpapan,"Rp 1,91 Miliar Total",1910000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,599 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/tanah-pinggir-jalan-cor-perumahan-cocok-dibuat-ruko-rumah-tinggal-kos-kosan-atau-kontrakan-lokasi-daerah-beler-harga-las4216376/,03-22-26
"Tanah di Jl Kariangau Km 13, Balikpapan SHM 630.000 m²",tanah-jual,balikpapan,Rp 945 Miliar Total,945000000000,"Kariangau, Balikpapan",Kariangau,630000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-di-jl-kariangau-km-13-balikpapan-shm-630000-m-las4254928/,03-22-26
tanah di km 12 pinggir jalan besar cocok untuk investasi,tanah-jual,balikpapan,"Rp 20,8 Miliar Total",20800000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,10415 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/tanah-di-km-12-pinggir-jalan-besar-cocok-untuk-investasi-las4238335/,03-22-26
Di Jual Kavling Kost Kilo 8 Dekat Kampus Politeknik Dan STT migas,tanah-jual,balikpapan,Rp 125 Juta Total,125000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,120 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/di-jual-kavling-kost-kilo-8-dekat-kampus-politeknik-dan-stt-migas-las4206446/,03-22-26
TANAH KARIANGAU.KILO 13 PINGGIR JALAN,tanah-jual,balikpapan,Rp 38 Miliar Total,38000000000,"Kariangau, Balikpapan",Kariangau,20000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-kariangau/tanah-kariangaukilo-13-pinggir-jalan-las4186726/,03-22-26
Tanah seluas 8197 meter dipinggir jalan cocok untuk buka usaha,tanah-jual,balikpapan,"Rp 36,8 Miliar Total",36800000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,8197 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-seluas-8197-meter-dipinggir-jalan-cocok-untuk-buka-usaha-las4051065/,03-22-26
"BALIKPAPAN, TANAH STRATEGIS DI BALIKPAPAN  TENGAH",tanah-jual,balikpapan,"Rp 1,75 Miliar Total",1750000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,978 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/balikpapan-tanah-strategis-di-balikpapan-tengah-las3971277/,03-22-26
TANAH LUAS DIPINGGIR JALAN PERUMAHAN,tanah-jual,balikpapan,"Rp 4,8 Miliar Total",4800000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,1600 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/tanah-luas-dipinggir-jalan-perumahan-las3952771/,03-22-26
Lahan Kosong Siap Bangun di kawasan industri Karangau Dekat IKN Balikpapan,tanah-jual,balikpapan,Rp 157 Miliar Total,157000000000,"Balikpapan Barat, Balikpapan",Balikpapan Barat,243000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-barat/lahan-kosong-siap-bangun-di-kawasan-industri-karangau-dekat-ikn-balikpapan-las3906113/,03-22-26
TANAH SEPINGGAN BALIKPAPAN LOKASI STRATEGIS,tanah-jual,balikpapan,Rp 630 Juta Total,630000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,337 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/tanah-sepinggan-balikpapan-lokasi-strategis-las3801072/,03-22-26
LAHAN DI JALUR IKN COCOK DI BANGUN PERUMAHAN,tanah-jual,balikpapan,"Rp 10,1 Miliar Total",10100000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,27191 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/lahan-di-jalur-ikn-cocok-di-bangun-perumahan-las3742379/,03-22-26
BALIKPAPAN,tanah-jual,balikpapan,Rp 6 Miliar Total,6000000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,10000 m²,,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/balikpapan-las3709292/,03-22-26
Tipe 123,ruko-jual,balikpapan,"Rp 2,46 Miliar",2460000000,,,,,,,rumah123,,https://www.rumah123.com/perumahan-baru/properti/balikpapan/grand-city-balikpapan/nps2913/,03-22-26
Ruko Jalan APT Pranoto No.5,ruko-jual,balikpapan,"Rp 7,92 Miliar Total",7920000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,487 m²,960 m²,,,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/ruko-jalan-apt-pranoto-no5-shs4666881/,03-22-26
Ruko Strategis Jalan A Yani Balikpapan Dekat Bca Cocok Usaha & Kantor,ruko-jual,balikpapan,"Rp 3,5 Miliar Total",3500000000,"Mekar Sari, Balikpapan",Mekar Sari,100 m²,300 m²,,3,rumah123,,https://www.rumah123.com/properti/balikpapan-mekar-sari/ruko-strategis-jalan-a-yani-balikpapan-dekat-bca-cocok-usaha-kantor-shs9862926/,03-22-26
"Ruko Bagus 465 m2 Balikpapan Timur, Balikpapan",ruko-jual,balikpapan,"Rp 3,5 Miliar Total",3500000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,155 m²,465 m²,,5,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/ruko-bagus-465-m2-balikpapan-timur-balikpapan-shs9723357/,03-22-26
"Ruko Bagus 360 m2 Muara Rapak, Balikpapan SHM",ruko-jual,balikpapan,"Rp 1,9 Miliar Total",1900000000,"Muara Rapak, Balikpapan",Muara Rapak,180 m²,360 m²,,3,rumah123,,https://www.rumah123.com/properti/balikpapan-muara-rapak/ruko-bagus-360-m2-muara-rapak-balikpapan-shm-shs9723471/,03-22-26
Ruko Baru Dua Lantai Siap Huni di Grandcity Balikpapan,ruko-jual,balikpapan,"Rp 2,9 Miliar Total",2900000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,75 m²,150 m²,,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/ruko-baru-dua-lantai-siap-huni-di-grandcity-balikpapan-shs9912455/,03-22-26
Ruko di Tengah Kota,ruko-jual,balikpapan,"Rp 3,9 Miliar Total",3900000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,137 m²,350 m²,,9,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/ruko-di-tengah-kota-shs9861488/,03-22-26
Ruko Tingkat 2½ Dipinggir Jalan Utama dan Tengah Kota Balikpapan,ruko-jual,balikpapan,"Rp 4,2 Miliar Total",4200000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,285 m²,,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/ruko-tingkat-2-dipinggir-jalan-utama-dan-tengah-kota-balikpapan-shs9874506/,03-22-26
Ruko Pusat Kota Balikpapan Markoni,ruko-jual,balikpapan,Rp 6 Miliar Total,6000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,119 m²,100 m²,,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/ruko-pusat-kota-balikpapan-markoni-shs9576590/,03-22-26
Ruko Strategis Bizpark 2 Sepinggan Balikpapan,ruko-jual,balikpapan,"Rp 4,41 Miliar Total",4410000000,"Sepinggan, Balikpapan",Sepinggan,140 m²,310 m²,,3,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/ruko-strategis-bizpark-2-sepinggan-balikpapan-shs9711609/,03-22-26
RUKO STRATEGIS DI KAWASAN PERDAGANGAN REGENCY,ruko-jual,balikpapan,"Rp 1,4 Miliar Total",1400000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,75 m²,80 m²,,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/ruko-strategis-di-kawasan-perdagangan-regency-shs9395306/,03-22-26
Ruko Pinggir Jalan Sepinggan,ruko-jual,balikpapan,"Rp 3,2 Juta Total",3200000,"Sepinggan, Balikpapan",Sepinggan,142 m²,420 m²,,3,rumah123,,https://www.rumah123.com/properti/balikpapan-sepinggan/ruko-pinggir-jalan-sepinggan-shs9720829/,03-22-26
