judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
Rumah Halaman Luas Dekat Terminal Batu Ampar Balikpapan,rumah-jual,balikpapan,Rp 950 Juta,950000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,224 m²,98 m²,3,3,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-halaman-luas-dekat-terminal-batu-ampar-balikpapan-hos39175135/,03-22-26
Hunian Hook Dikawasan Padat Penduduk Balikpapan Selatan,rumah-jual,balikpapan,"Rp 1,5 Miliar",1500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,281 m²,72 m²,3,1,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/hunian-hook-dikawasan-padat-penduduk-balikpapan-selatan-hos39175094/,03-22-26
Rymah Besar Didalam Perumahan Di Balikpapan Utara,rumah-jual,balikpapan,"Rp 1,7 Miliar",1700000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,300 m²,288 m²,11,7,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rymah-besar-didalam-perumahan-di-balikpapan-utara-hos39175023/,03-22-26
Rumah Cantik Dekat Kolam Perumahan Wika Balikpapan,rumah-jual,balikpapan,"Rp 2,5 Miliar",2500000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,200 m²,220 m²,3 + 1,2 + 1,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-cantik-dekat-kolam-perumahan-wika-balikpapan-hos39174851/,03-22-26
Kawasan Hunian Modern Terpadu di Gerbang Ibu Kota Nusantara,rumah-jual,balikpapan,"Rp 2,7 Miliar",2700000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,92 m²,105 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/kawasan-hunian-modern-terpadu-di-gerbang-ibu-kota-nusantara-hos39174016/,03-22-26
Perumahan Asri dan Modern di Balikpapan,rumah-jual,balikpapan,Rp 925 Juta,925000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,98 m²,60 m²,2,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/perumahan-asri-dan-modern-di-balikpapan-hos39174015/,03-22-26
Rumah Besar dan Cantik Sudah Full Renovasi di Perumahan Wika,rumah-jual,balikpapan,"Rp 2,9 Miliar",2900000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,318 m²,200 m²,3,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-besar-dan-cantik-sudah-full-renovasi-di-perumahan-wika-hos39174006/,03-22-26
Rumah minimalist modern dekat Sekolah Istiqomah Balikpapan,rumah-jual,balikpapan,"Rp 1,75 Miliar",1750000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,160 m²,128 m²,4,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-minimalist-modern-dekat-sekolah-istiqomah-balikpapan-hos39126067/,03-22-26
Dijual Rumah Borneo Paradiso Jimbaran Balikpapan,rumah-jual,balikpapan,Rp 600 Juta,600000000,"Balikpapan Timur, Balikpapan",Balikpapan Timur,60 m²,30 m²,2,1,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-timur/dijual-rumah-borneo-paradiso-jimbaran-balikpapan-hos38963249/,03-22-26
RUMAH DUA LANTAI DEKAT RS SILOAM,rumah-jual,balikpapan,"Rp 1,8 Miliar",1800000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,150 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-dua-lantai-dekat-rs-siloam-hos19261026/,03-22-26
Perumahan Wika,rumah-jual,balikpapan,"Rp 1,8 Miliar",1800000000,"Sepinggan, Balikpapan",Sepinggan,134 m²,124 m²,4,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-sepinggan/perumahan-wika-hos19586435/,03-22-26
Rumah Murah Tanah Luas Balikpapan Utara,rumah-jual,balikpapan,Rp 250 Juta,250000000,"Karang Joang, Balikpapan",Karang Joang,160 m²,36 m²,2,1,rumah123,,https://www.rumah123.com/properti/balikpapan-karang-joang/rumah-murah-tanah-luas-balikpapan-utara-hos19456563/,03-22-26
HOMMY COZY DI CIPUTRA JARANG ADA,rumah-jual,balikpapan,"Rp 1,7 Miliar",1700000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,115 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/hommy-cozy-di-ciputra-jarang-ada-hos16397595/,03-22-26
Rumah primary dijual di perumahan Grand City,rumah-jual,balikpapan,"Rp 3,13 Miliar",3130000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,247 m²,69 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-primary-dijual-di-perumahan-grand-city-hos18925180/,03-22-26
RUMAH SIAP HUNI TERAWAT DI BOULEVARD PERUMAHAN WIKA,rumah-jual,balikpapan,"Rp 7,8 Miliar",7800000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,558 m²,341 m²,5,3,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/rumah-siap-huni-terawat-di-boulevard-perumahan-wika-hos17016467/,03-22-26
"BALIKPAPAN, RUMAH CANTIK TURUN HARGA 2M >> 1,7 M >> 1,6M",rumah-jual,balikpapan,"Rp 1,6 Miliar",1600000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,180 m²,150 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/balikpapan-rumah-cantik-turun-harga-2m-17-m-16m-hos10021665/,03-22-26
Rumah dijual cantik ditengah kota balikpapan,rumah-jual,balikpapan,Rp 720 Juta,720000000,"Prapatan, Balikpapan",Prapatan,153 m²,153 m²,5,2,rumah123,,https://www.rumah123.com/properti/balikpapan-prapatan/rumah-dijual-cantik-ditengah-kota-balikpapan-hos14296889/,03-22-26
Rumah Minimalis Modern Siap Huni,rumah-jual,balikpapan,Rp 715 Juta,715000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,103 m²,50 m²,2,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-minimalis-modern-siap-huni-hos12516326/,03-22-26
"Bebas Banjir, Rumah, 2 Lantai, Audney",rumah-jual,balikpapan,"Rp 2,7 Miliar",2700000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,84 m²,98 m²,3,3,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/bebas-banjir-rumah-2-lantai-audney-hos41261203/,03-22-26
"Bebas Banjir, Rumah, 2 Lantai, Dekat Universitas, Arsley",rumah-jual,balikpapan,"Rp 3,1 Miliar",3100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,96 m²,109 m²,4 + 1,2,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/bebas-banjir-rumah-2-lantai-shm-dekat-universitas-arsley-hos41261143/,03-22-26
HARGA TURUN BALIKPAPAN REGENCY CLUSTER VALENCIA,rumah-jual,balikpapan,Rp 800 Juta,800000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,54 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/harga-turun-balikpapan-regency-cluster-valencia-hos38967816/,03-22-26
"Rumah, 2 Lantai, Dekat Universitas, bisa Cicilan Bertahap, Aurelie",rumah-jual,balikpapan,"Rp 4,2 Miliar",4200000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,136 m²,4 + 1,3 + 1,rumah123,1 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/bebas-banjir-rumah-2-lantai-bisa-cicilan-bertahap-hos41261107/,03-22-26
Rumah Posisi Sudut Lokasi Kilo 9 Perumahan Graha Wiyata Asri,rumah-jual,balikpapan,Rp 550 Juta,550000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,155 m²,65 m²,3,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumah-posisi-sudut-lokasi-kilo-9-perumahan-graha-wiyata-asri-hos41093359/,03-22-26
BALIKPAPAN REGENCY CLUSTER VALENCIA,rumah-jual,balikpapan,Rp 850 Juta,850000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,54 m²,2,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/balikpapan-regency-cluster-valencia-hos15688440/,03-22-26
DIJUAL RUMAH FULLFURNISH TENGAH KOTA BERNUANSA MINIMALIS ELEGAN LOKASI DALAM PERUMAHAN  REGENCY AMAN NYAMAN HARGA NEGO,rumah-jual,balikpapan,"Rp 1,18 Miliar",1180000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,150 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-fullfurnish-tengah-kota-bernuansa-minimalis-elegan-lokasi-dalam-perumahan-regency-aman-nyaman-harga-nego-hos19033749/,03-22-26
Dijual Rumah Siap Huni Tengah Kota Lokasi Dalam Perumahan Sepinggan Pratama Aman Nyaman Harga Nego Rumah,rumah-jual,balikpapan,Rp 900 Juta,900000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,100 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-siap-huni-tengah-kota-lokasi-dalam-perumahan-sepinggan-pratama-aman-nyaman-harga-nego-rumah-hos40966702/,03-22-26
Dijual Rumah Semifurnish Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Sepinggan Pratama Aman Nyaman Harga Nego,rumah-jual,balikpapan,"Rp 1,1 Miliar",1100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,150 m²,250 m²,4,4,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-semifurnish-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-sepinggan-pratama-aman-nyaman-harga-nego-hos40631374/,03-22-26
"Hunian Nyaman 2 Lantai di Tengah Kota Balikpapan, Borneo Paradiso",rumah-jual,balikpapan,"Rp 3,1 Miliar",3100000000,"Sepinggan, Balikpapan",Sepinggan,120 m²,60 m²,6,5,rumah123,2,https://www.rumah123.com/properti/balikpapan-sepinggan/hunian-nyaman-2-lantai-di-tengah-kota-balikpapan-borneo-paradiso-hos41258418/,03-22-26
"Rumah Jual 2 Lantai di Tengah Kota Balikpapan, Cocok untuk Hunian Nyaman",rumah-jual,balikpapan,"Rp 1,15 Miliar",1150000000,"Sepinggan, Balikpapan",Sepinggan,200 m²,120 m²,4,4,rumah123,1,https://www.rumah123.com/properti/balikpapan-sepinggan/rumah-jual-2-lantai-di-tengah-kota-balikpapan-cocok-untuk-hunian-nyaman-hos41258291/,03-22-26
"Rumah Jual Cantik di Tengah Kota Balikpapan, Balikpapan Baru",rumah-jual,balikpapan,Rp 6 Miliar,6000000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,240 m²,300 m²,5,5,rumah123,3 + 3,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-jual-cantik-di-tengah-kota-balikpapan-balikpapan-baru-hos41258147/,03-22-26
DIJUAL RUMAH ELIT 2 LANTAI – PERUMAHAN PUPUK RAYA BALIKPAPAN SELATAN,rumah-jual,balikpapan,"Rp 6,5 Miliar",6500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,363 m²,270 m²,4,4,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-elit-2-lantai-perumahan-pupuk-raya-balikpapan-selatan-hos39822612/,03-22-26
Jual Klasik Mediteran Bukit Damai Indah Citraland Balikpapan Selatan Kalimantan Timur,rumah-jual,balikpapan,Rp 4 Miliar,4000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,330 m²,250 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/jual-klasik-mediteran-bukit-damai-indah-balikpapan-selatan-kalimantan-timur-hos39722800/,03-22-26
Rumah Dijual Semi Furnish Dekat Pasar Tradisional Sepinggan.,rumah-jual,balikpapan,Rp 500 Juta,500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,100 m²,40 m²,2,1,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-dijual-semi-furnish-dekat-pasar-tradisional-sepinggan-hos40214376/,03-22-26
DIJUAL RUMAH SEMIFURNISH TENGAH KOTA BERNUANSA MINIMALIS LOKASI DALAM PERUMAHAN REGENCY AMAN NYAMAN HARGA NEGO,rumah-jual,balikpapan,"Rp 1,22 Miliar",1220000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,72 m²,50 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-semifurnish-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-regency-aman-nyaman-harga-nego-hos19191013/,03-22-26
Dijual Rumah Cantik Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Grandcity Aman Nyaman Harga Nego,rumah-jual,balikpapan,"Rp 2,25 Miliar",2250000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,140 m²,88 m²,3,3,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-cantik-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-grandcity-aman-nyaman-harga-nego-hos40340072/,03-22-26
Dijual Rumah Siap Huni Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Regency Aman Nyaman Harga Nego,rumah-jual,balikpapan,Rp 1 Miliar,1000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,75 m²,3,2,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-siap-huni-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-regency-aman-nyaman-harga-nego-hos40361691/,03-22-26
Dijual Rumah Dengan Halaman Luas Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Sepinggan Pratama Aman Nyaman Harga Nego,rumah-jual,balikpapan,"Rp 2,1 Miliar",2100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,209 m²,120 m²,3,3,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-dengan-halaman-luas-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-sepinggan-pratama-aman-nyaman-hos40165198/,03-22-26
"For Sale Rumah Baru 3 Kamar Tidur di Balikpapan, Strategis Dekat Bandara",rumah-jual,balikpapan,"Rp 2,7 Miliar",2700000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,84 m²,98 m²,3,3,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/for-sale-rumah-baru-3-kamar-tidur-di-balikpapan-strategis-dekat-bandara-hos41114107/,03-22-26
DIJUAL RUMAH 2 LANTAI FULL FURNISH LOKASI TENGAH KOTA DALAM PERUMAHAN REGENCY NYAMAN HARGA NEGO,rumah-jual,balikpapan,"Rp 1,25 Miliar",1250000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,140 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-2-lantai-full-furnish-lokasi-tengah-kota-dalam-perumahan-regency-nyaman-harga-nego-hos19034376/,03-22-26
RUMAH KOST2AN DI TENGAH KOTA DAERAH GUNUNG MALANG,rumah-jual,balikpapan,"Rp 2,5 Miliar",2500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,340 m²,200 m²,8,8,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-kost2an-di-tengah-kota-daerah-gunung-malang-hos15688424/,03-22-26
RUMAH MURAH DI HOOK SEPINGGAN ASRI,rumah-jual,balikpapan,Rp 875 Juta,875000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,180 m²,120 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-murah-di-hook-sepinggan-asri-hos39217140/,03-22-26
Rumah Mewah Balikpapan Baru Mediterania Pos 11 Bangunan Kokoh,rumah-jual,balikpapan,"Rp 1,7 Miliar",1700000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,100 m²,250 m²,4 + 1,2,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-mewah-balikpapan-baru-mediterania-pos-11-bangunan-kokoh-hos40995628/,03-22-26
Dijual Rumah Cantik Semifurnish Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Regency Aman Nyaman Harga Nego,rumah-jual,balikpapan,Rp 1 Miliar,1000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,84 m²,84 m²,3,2,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/dijual-rumah-cantik-semifurnish-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-regency-aman-nyaman-harga-nego-hos40332729/,03-22-26
RUMAH MURAH DI HOOK SEPINGGAN ASRI,rumah-jual,balikpapan,Rp 875 Juta,875000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,180 m²,120 m²,4,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-murah-di-hook-sepinggan-asri-hos15688428/,03-22-26
Rumah Siap Huni di balikpapan regency,rumah-jual,balikpapan,"Rp 1,73 Miliar",1730000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,205 m²,180 m²,3,2,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-siap-huni-di-balikpapan-regency-hos38900321/,03-22-26
Rumah yang Bernuansa Bali di Tengah Kota Balikpapan,rumah-jual,balikpapan,"Rp 1,5 Miliar",1500000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,160 m²,90 m²,3,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/rumah-yang-bernuansa-bali-di-tengah-kota-balikpapan-hos41127038/,03-22-26
Rumah Minimalis 3 Kamar Tidur di Borneo Paradiso,rumah-jual,balikpapan,Rp 650 Juta,650000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,120 m²,100 m²,3,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-minimalis-3-kamar-tidur-di-borneo-paradiso-hos41124934/,03-22-26
Rumah Bangunan 1 Lantai Space Carport Luas Bebas Banjir,rumah-jual,balikpapan,Rp 900 Juta,900000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,165 m²,50 m²,3,1,rumah123,3,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/rumah-bangunan-1-lantai-space-carport-luas-bebas-banjir-hos41061372/,03-22-26
Rumah Cantik di Regency,rumah-jual,balikpapan,"Rp 1,1 Miliar",1100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,144 m²,130 m²,2,1,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-cantik-di-regency-hos40682524/,03-22-26
Rumah di Balikpapan Regency Cluster Castarica Bangunan 2 Lantai,rumah-jual,balikpapan,"Rp 1,5 Miliar",1500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,152 m²,105 m²,4,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-di-balikpapan-regency-cluster-castarica-bangunan-2-lantai-hos41088078/,03-22-26
Rumah Minimalist Modern Siap Huni Dekat Pintu Tol Manggar,rumah-jual,balikpapan,Rp 500 Juta,500000000,"Batakan, Balikpapan",Batakan,75 m²,42 m²,2,1,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-batakan/rumah-minimalist-modern-siap-huni-dekat-pintu-tol-manggar-hos40983104/,03-22-26
Dijual Rumah Cantik Fullfurnish Daerah Tengah Kota Bernuansa Minimalis Lokasi Dalam Perumahan Cbi Area Aman Nyaman Harga Nego,rumah-jual,balikpapan,"Rp 1,5 Miliar",1500000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,120 m²,132 m²,3,2,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/dijual-rumah-cantik-fullfurnish-daerah-tengah-kota-bernuansa-minimalis-lokasi-dalam-perumahan-cbi-area-aman-nyaman-hos40982092/,03-22-26
Dijual Rumah Cantik Siap Huni Daerah Tengah Kota Bernuansa Minimalis Lokasi Daerah Km 3 Area Aman Nyaman Harga Nego,rumah-jual,balikpapan,Rp 600 Juta,600000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,138 m²,120 m²,3,2,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/dijual-rumah-cantik-siap-huni-daerah-tengah-kota-bernuansa-minimalis-lokasi-daerah-km-3-area-aman-nyaman-harga-nego-hos40982034/,03-22-26
Dijual Cepat Rumah Super Murah Di Palm Hill,rumah-jual,balikpapan,Rp 534 Juta,534000000,"Sepinggan, Balikpapan",Sepinggan,120 m²,100 m²,2,1,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-sepinggan/dijual-cepat-rumah-super-murah-di-palm-hill-hos40303058/,03-22-26
Rumah Nyaman dan Siap Huni,rumah-jual,balikpapan,Rp 850 Juta,850000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,60 m²,2,1,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-nyaman-dan-siap-huni-hos40980877/,03-22-26
Rumah di Bdi. Jln. Mt Haryono. Balikpapan Kota,rumah-jual,balikpapan,"Rp 1,4 Miliar",1400000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,141 m²,120 m²,4,2,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/rumah-di-bdi-jln-mt-haryono-balikpapan-kota-hos40980774/,03-22-26
Rumah di Bangun Reksa. Batu Ampar Balikpapan Utara. Balikpapan,rumah-jual,balikpapan,"Rp 1,7 Miliar",1700000000,"Batu Ampar, Balikpapan",Batu Ampar,430 m²,200 m²,5,4,rumah123,2 + 1,https://www.rumah123.com/properti/balikpapan-batu-ampar/rumah-di-bangun-reksa-batu-ampar-balikpapan-utara-balikpapan-hos40980773/,03-22-26
Rumah Strategis & Terawat di Balikpapan Baru,rumah-jual,balikpapan,"Rp 2,3 Miliar",2300000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,300 m²,170 m²,5,4,rumah123,,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-strategis-terawat-di-balikpapan-baru-hos40682466/,03-22-26
Perumahan Jalan Minangkabau Aw.syachrani Batu Ampar,rumah-jual,balikpapan,Rp 550 Juta,550000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,138 m²,70 m²,3 + 1,2 + 1,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/perumahan-jalan-minangkabau-awsyachrani-batu-ampar-hos40308302/,03-22-26
Open Unit Baru Di Jalan Indrakila Wonorejo,rumah-jual,balikpapan,Rp 650 Juta,650000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,114 m²,70 m²,3 + 1,2 + 1,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/open-unit-baru-di-jalan-indrakila-wonorejo-hos39993592/,03-22-26
Rumah Mewah di Balikpapan Baru Pusat Kota Cocok untuk Keluarga,rumah-jual,balikpapan,"Rp 2,9 Miliar",2900000000,"Balikpapan Kota, Balikpapan",Balikpapan Kota,200 m²,180 m²,4,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-kota/rumah-mewah-di-balikpapan-baru-pusat-kota-cocok-untuk-keluarga-hos40203017/,03-22-26
Rumah Tengah Kota dengan Taman Luas Dekat Bandara,rumah-jual,balikpapan,"Rp 1,55 Miliar",1550000000,"Gunung Bahagia, Balikpapan",Gunung Bahagia,400 m²,155 m²,5,3,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-gunung-bahagia/rumah-tengah-kota-dengan-taman-luas-dekat-bandara-hos40047338/,03-22-26
"TURUN HARGA RUMAH BARU, CITRA INDAH",rumah-jual,balikpapan,Rp 5 Miliar,5000000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,425 m²,300 m²,5,4,rumah123,1 + 1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/turun-harga-rumah-baru-citra-indah-hos8955646/,03-22-26
Rumah/villa/cotage /kebun Buah Sangat Luas Sangat Strategis,rumah-jual,balikpapan,"Rp 78,5 Miliar",78500000000,"Balikpapan Utara, Balikpapan",Balikpapan Utara,52630 m²,1000 m²,10,6,rumah123,2 + 10,https://www.rumah123.com/properti/balikpapan-balikpapan-utara/rumahvillacotage-kebun-buah-sangat-luas-sangat-strategis-hos2055938/,03-22-26
"Turun Harga Rumah Bagus Jual Cepat, Cluster Citra Indah, One Gate Smart Card System Deket Rs Siloam",rumah-jual,balikpapan,"Rp 3,5 Miliar",3500000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,230 m²,320 m²,4,3,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/turun-harga-rumah-bagus-jual-cepat-cluster-citra-indah-one-gate-smart-card-system-deket-rs-siloam-hos9725251/,03-22-26
Turun Harga Rumah Mewah Depan Mall Bsb,rumah-jual,balikpapan,"Rp 7,75 Miliar",7750000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,380 m²,500 m²,6,5,rumah123,2 + 2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/turun-harga-rumah-mewah-depan-mall-bsb-hos8958258/,03-22-26
Perumahan The Hue Balikpapan 3 Kamar Full Furnish,rumah-sewa,balikpapan,Rp 100 Juta /tahun,100000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,136 m²,200 m²,3 + 1,3,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/perumahan-the-hue-balikpapan-3-kamar-full-furnish-hor41281505/,03-22-26
Rumah Bagus 2 Lantai Siap Huni Furnished,rumah-sewa,balikpapan,Rp 85 Juta /tahun,85000000,"Balikpapan Baru, Balikpapan",Balikpapan Baru,198 m²,110 m²,3,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-baru/rumah-bagus-2-lantai-siap-huni-furnished-hor41244012/,03-22-26
Rumah Baru 2 Lantai 3 Kamar Siap Huni Balikpapan Regency,rumah-sewa,balikpapan,Rp 68 Juta /tahun,68000000,"Balikpapan Selatan, Balikpapan",Balikpapan Selatan,90 m²,125 m²,3,2,rumah123,2,https://www.rumah123.com/properti/balikpapan-balikpapan-selatan/rumah-baru-2-lantai-3-kamar-siap-huni-balikpapan-regency-hor41206629/,03-22-26
Disewakan Rumah 2 Lantai Di Balikpapan Regency Castarica,rumah-sewa,balikpapan,Rp 45 Juta /tahun,45000000,"Balikpapan Tengah, Balikpapan",Balikpapan Tengah,108 m²,100 m²,3,2,rumah123,1,https://www.rumah123.com/properti/balikpapan-balikpapan-tengah/disewakan-rumah-2-lantai-di-balikpapan-regency-castarica-hor40512223/,03-22-26
